"id","code","name","city","country","additional_info"
80,BO,Viru Viru International Airport (VVI),Santa Cruz de la Sierra,Bolivia,"Porter' services - 50,00 EUR (up to 4 bags) Business lounge (departure only) - 65,00 EUR p/p Children: 0-2yo - free; 2-12yo - 165,00
Last minute request (<3 days) + 25%"
81,BA,Mostar Airport (OMO),Mostar,Bosnia and Herzegovina,"Porter services - 200,00 (p/service) VIP/Business lounge – 150,00 p/hour, p/service Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
82,BA,Butmir International Airport (SJJ),Sarajevo,Bosnia and Herzegovina,"Porter services - 200,00 (p/service) VIP/Business lounge – 150,00 p/hour, p/service Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
83,BW,Sir Seretse Khama International Airport (GBE),Gaborone,Botswana,"Porter' services - 55,00 EUR (up to 3 bags) Business lounge (departure only) - 95,00 EUR p/p Children: 0-2yo - free; 2-12yo - 120,00
Last minute request (<3 days) + 25%"
84,BW,Aeroport de Maun (MUB),Maun,Botswana,"Porter' services - 55,00 EUR (up to 3 bags) Business lounge (departure only) - 95,00 EUR p/p Children: 0-2yo - free; 2-12yo - 120,00
Last minute request (<3 days) + 25%"
85,BR,Santa Maria Airport (AJU),Aracaju,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
86,BR,Val de Cans - Julio Cezar Ribeiro International Airport (BEL),Belem,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
87,BR,Atlas Brasil Cantanhede International Airport (BVB),Boa Vista,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
88,BR,Presidente Kubitschek International Airport  (BSB),Brasilia,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
89,BR,Presidente Joao Suassuna Airport (CPV),Campina Grande,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
90,BR,Afonso Pena International Airport (CWB),Curitiba,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
91,BR,Hercilio Luz International Airport (FLN),Florianopolis,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
92,BR,Foz do Iguacu/Cataratas International Airport (IGU),Foz do Iguacu,Brazil,"Porter' services - 50,00 EUR (up to 4 bags) VIP/Business lounge – N/A
Infants < 2yo - free-of-charge Children (2-11yo): 150,00 EUR
+25% < 3 business days"
93,BR,Pinto Martins International Airport (FOR),Fortaleza,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge  - N/A
Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
94,BR,Bahia-Jorge Amado Airport (IOS),Ilheus,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
95,BR,Presidente Castro Pinto International Airport (JPA),Joao Pessoa,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
96,BR,Orlando Bezerra de Menezes Airport (JDO),Juazeiro do Norte,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
97,BR,Alberto Alcolumbre International Airport (MCP),Macapa,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
98,BR,Zumbi dos Palmares International Airport (MCZ),Maceio,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
99,BR,Augusto Severo International Airport (NAT),Natal,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
100,BR,Senador Nilo Coelho Airport (PNZ),Petrolina,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
101,BR,Salgado Filho International Airport  (POA),Porto Alegre,Brazil,"Porter' services - 65,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 65,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 125,00 EUR - arrival or departure;
+25% < 2 business days"
102,BR,Guararapes– Gilberto Freyre International Airport (REC),Recife,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
103,BR,Galeão  - Antonio Carlos Jobim International Airport (GIG),Rio de Janeiro,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 65,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 125,00 EUR - arrival or departure; 160,00 EUR - transit
+25% < 2 business days
Sunday, holidays + 25%"
104,BR,Santos Dumont Airport (SDU),Rio de Janeiro,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 65,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 115,00 EUR - arrival or departure;
+25% < 2 business days"
105,BR,Deputado Luís Eduardo Magalhães International Airport (SSA),Salvador da Bahia,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
106,BR,Maestro Wilson Fonseca Airport (STM),Santarem,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
107,BR,Marechal Cunha Machado International Airport (SLZ),Sao Luiz,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
108,BR,Aeroporto de Congonhas (CGH),Sao Paulo,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 65,00 EUR p/p Children (2-11yo): 105,00 EUR - arrival or departure;
+25% < 2 business days"
109,BR,Aeroporto Internacional Guarulhos (Governador Andre Franco Montoro) (GRU),Sao Paulo,Brazil,"Porter' services - 70,00  EUR (up to 4 bags) VIP/Business lounge (departure only) - 70,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 225,00  EUR - arrival or departure; 285,00 EUR- transit
+25% < 2 business days"
110,BR,Aeroporto Internacional Guarulhos (Governador Andre Franco Montoro) (GRU),Sao Paulo,Brazil,"Porter' services
Private transfer between terminals incl. VIP/Business lounge incl
Infants < 2yo - free-of-charge Children (2-11yo) 295,00
+25% < 2 business days"
111,BR,Aeroporto Internacional Guarulhos (Governador Andre Franco Montoro) (GRU),Sao Paulo,Brazil,"Business lounge for ECO pax (departure) - 65,00 p/P Porter services - 65,00 (up to 4 bags)
Infants < 2yo - free-of-charge
Children (2-11yo): 105,00 EUR - arrival or departure;
+25% < 2 business days"
112,BR,Viracopos International Airport (VCP),Sao Paolo / Campinas,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 105,00 EUR - arrival or departure;
+25% < 2 business days"
113,BR,Senador Petrônio Portella Airport (THE),Teresina,Brazil,"Porter' services - 70,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 75,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 100,00 EUR - arrival or departure;
+25% < 3 business days"
114,VG,Terrance B. Lettsome International Airport (EIS),Tortola,British Virgin Islands,"VIP lounge incl.
Baggy to/from a/c incl.
Porter services – 50,00 EUR (up to 4 bags) Infants < 2yo - free-of-charge
Children (2-11yo): 135,00 EUR
+25% < 3 business days"
115,BN,"Bandar Seri Begwan International Airport (Lapangan Terbang Antarabangsa
Brunei ) (BWN)",Brunei Darussalam,Brunei,"Porter' services - 45,00 EUR (up to 4 bags) VIP/Business lounge (departure only) - 65,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 115,00 EUR - arrival or departure;
+25% < 2 business days"
116,BG,Sofia Vrazhdebna Airport (SOF),Sofia,Bulgaria,"Porter 'services incl. Children up to 3 yo - free
Last minute requests <2 days + 25%"
117,BG,Burgas Airport (BOJ),Burgas,Bulgaria,"Porter' services incl.
Infants < 2yo - free-of-charge Children 2-12 years = 130,00
Last minute requests < 48 hours + 25%
VIP lounge (departure only) = 65,00 p/p (40,00 - chd)"
118,BG,Burgas Airport (BOJ),Burgas,Bulgaria,"Porter' services incl.
Private transportation to/from aircraft incl. VIP lounge incl.
Infants < 2yo - free-of-charge Children 2-12 years = 200,00
Last minute requests < 48 hours + 25%"
119,BG,Varna Airport (VAR),Varna,Bulgaria,"Porter' services incl.
Infants < 2yo - free-of-charge Children 2-12 years = 145,00
Last minute requests < 48 hours + 25%"
120,BG,Varna Airport (VAR),Varna,Bulgaria,"Porter' services = 45,00 (up to 3 bags) Infants < 2yo - free-of-charge Children 2-12 years = 80,00
Last minute requests < 48 hours + 25%"
121,BF,Ouagadougou Airport (OUA),Ouagadougou,Burkina Faso,"Porter' services = 55,00 (up to 3 bags) Infants < 2yo - free-of-charge Children 2-12 years = 120,00
Last minute requests < 3 days + 25%"
122,BI,Bujumbura International Airport (BJM),Bujumbura,Burundi,"Porter service + 45,00 (up to 3 bags) Business Lounge at departure +65,00 p/Pax Children till 12yo - 85,00
Last minute requests < 3 days + 25%"
123,KH,Phnom Penh – Pochentong International Airport (PNH),Phnom Penh,Cambodia,"Business lounge for ECO pax (departure) - 55,00 p/P Porter services - 45,00 (up to 4 bags)
VoA Fast Track = 55,00 p/p
VoA Fast Track + Visa (30 days) = 105,00 p/p
Last minute requests < 48 hours + 25%"
124,KH,Siem Reap International Airport (REP),Siem Reap,Cambodia,"Business lounge for ECO pax (departure) - 55,00 p/P Porter services - 45,00 (up to 4 bags)
VoA Fast Track = 55,00 p/p
VoA Fast Track + Visa (30 days) = 105,00 p/p
Last minute requests < 48 hours + 25%"
125,KH,Sihanouk International Airport (KOS),Sihanoukville,Cambodia,"Business lounge for ECO pax (departure) – N/A Porter services - 45,00 (up to 4 bags)
VoA Fast Track = 55,00 p/p
VoA Fast Track + Visa (30 days) = 105,00 p/p
Last minute requests < 48 hours + 25%"
126,CM,Aéroport international de Douala (DLA),Douala,Cameroon,"Porter' services - 45,00 EUR (up to 3 bags) Business lounge (departure only) - 95,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 110,00 EUR - arrival or departure; VoA - 250,00 p/p
+25% < 2 business days"
127,CM,Garoua International Airport (GOU),Garoua,Cameroon,"Porter' services - 45,00 EUR (up to 3 bags) Business lounge (departure only) - 95,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 110,00 EUR - arrival or departure; VoA - 250,00 p/p
+25% < 2 business days"
128,CM,Nsimalen International Airport (NSI),Yaounde,Cameroon,"Porter' services - 45,00 EUR (up to 3 bags) Business lounge (departure only) - 95,00 EUR p/p Infants < 2yo - free-of-charge
Children (2-11yo): 110,00 EUR - arrival or departure; VoA - 250,00 p/p
+25% < 2 business days"
129,CA,McCall Field - Calgary International airport (YYC),Calgary,Canada,"25% surcharge 09pm-09am, weekends & holidays Booking – 3 working days prior date of services! Last minute requests + 25%
Porter services €80,00 (up to 3 pieces of luggage) Business lounge (departure only) - 65,00 p/p Infants < 2yo - free-of-charge
Children 2 - 11 yo - 100,00 EUR"
130,CA,Edmonton International Airport (YEG),Edmonton,Canada,"25% surcharge 09pm-09am, weekends & holidays Booking – 3 working days prior date of services! Last minute requests + 25%
Porter services €80,00 (up to 3 pieces of luggage) Business lounge (departure only) - 65,00 p/p Infants < 2yo - free-of-charge
Children 2 - 11 yo - 100,00 EUR"
131,CA,"Robert L. Stanfield
International Airport (YHZ)",Halifax,Canada,"25% surcharge 09pm-09am, weekends & holidays
Booking – 3 working days prior date of services! Last minute requests + 25%
Porter services €80,00 (up to 3 pieces of luggage) Business lounge (departure only) - 65,00 p/p Infants < 2yo - free-of-charge
Children 2 - 11 yo - 100,00 EUR"
132,CA,Pierre Elliott Trudeau International Airport (YUL),Montreal,Canada,"Service limited up to 2 hours.  Extra hour (regardless of pax) + 190,00
25% surcharge 09pm-09am, weekends & holidays Booking – 3 working days prior date of services! Last minute requests + 25%
Porter services €80,00 (up to 3 pieces of luggage) Private lounge (departure only) - 60,00 p/p Infants < 2yo - free-of-charge
Children 2 - 11 yo - 100,00 EUR"
133,CA,Macdonald-Cartier International Airport (YOW),Ottawa,Canada,"25% surcharge 09pm-09am, weekends & holidays Booking – 3 working days prior date of services! Last minute requests + 25%
Porter services €80,00 (up to 3 pieces of luggage) Business lounge (departure only) - 65,00 p/p Infants < 2yo - free-of-charge
Children 2 - 11 yo - 100,00 EUR"
